id,prediction
0,83.7502273821723
1,23.838852382172295
2,90.20481904883896
3,112.84120733763912
4,259.8976033706644
5,808.2011681420568
6,1462.4243392959427
7,2147.698847389985
8,2515.9712538815716
9,2550.0084369310234
10,2537.7956321883526
11,2391.6150722358866
12,2145.7815712131805
13,1801.966122698881
14,1989.4526504200796
15,1322.916935762046
16,1063.9120110579709
17,571.8410508388883
18,242.98296527053324
19,42.617061554097845
20,72.81512437534765
21,1.6707953343582194
22,25.172976869307906
23,24.4435927914955
24,-72.90620089138349
25,-21.311331381053943
26,35.10858656562299
27,60.005407982488485
28,479.5157985156464
29,1157.97777482744
30,1591.4605746435025
31,1881.6409904429877
32,2725.5294778005045
33,3212.6139893187296
34,3231.8610992837916
35,2897.3179514964454
36,2813.983615437051
37,2738.7209888031225
38,2422.202786449406
39,2003.0934576831141
40,1508.8873285426555
41,1015.5214945830534
42,462.31011731930454
43,52.35052880882896
44,24.28940002585016
45,-3.877474974149837
46,-46.56027497414984
47,-57.208324382411384
48,-12.33319386239289
49,-19.127280608024787
50,53.832819391975214
51,269.4145738573887
52,615.1371985725456
53,1268.1434985594756
54,2268.999568537232
55,3112.360404044443
56,3664.747848262392
57,4070.980406518645
58,4102.131826207534
59,3836.464870193848
60,3228.0962875698647
61,3066.435065722031
62,2596.843854730605
63,1847.9135016882863
64,1053.392860343032
65,761.4006705799824
66,499.52364195654786
67,178.18511886838084
68,22.81955133964519
69,-44.00515806018492
70,-58.90120936760295
71,-77.08736731257949
72,53.09635086821675
73,4.819475868216759
74,26.010768944910268
75,133.18729599374512
76,312.108989974355
77,996.5029279694453
78,1953.6858134865995
79,3018.0261610212074
80,3547.068066736671
81,3386.2923129345813
82,3082.7267553844504
83,3049.0015169282246
84,2951.2731986710455
85,2542.3878611018877
86,2510.407351332849
87,2358.3698042168744
88,1739.4690025670654
89,979.2065943742258
90,224.0540423233236
91,122.56925788947315
92,56.94563165470519
93,-5.194128608773265
94,-55.471061942106594
95,-25.45037717513723
96,1.2824776109806113
97,117.7063968924076
98,196.6838985465744
99,325.95767744562653
100,557.7426756895132
101,1177.3706886276143
102,2197.6504741911303
103,3002.507919364425
104,3678.982929849066
105,3784.491243341939
106,3943.583983026298
107,3863.8296253890235
108,3886.142442621327
109,3552.7375841855824
110,2910.5165827589685
111,2462.530630412238
112,1741.720169732579
113,1109.4403566818416
114,545.0316745998811
115,242.86369214164606
116,64.65642131933127
117,65.218367647087
118,-9.138421074787539
119,5.723678925212461
120,57.911545374200635
121,30.785777427523698
122,127.61278612953527
123,283.9859352104277
124,698.1314624152933
125,1449.4251006259308
126,2306.239210041546
127,3077.810520052804
128,3487.871511973563
129,3497.475351804235
130,2919.0940645033165
131,2552.525032356411
132,2467.4630190937332
133,2523.5767342410777
134,2713.788801212708
135,2393.0082617329995
136,1586.255670650197
137,920.9457008252854
138,531.0992032044626
139,214.49047111240182
140,31.60601081170675
141,45.04954946983804
142,64.43043280317137
143,74.22673137602374
144,23.191029005318814
145,71.79485272530854
146,161.55031771326338
147,327.66614802215287
148,727.9903947627427
149,1478.1620820391875
150,2352.0963353349593
151,3137.7810543057008
152,3742.0848589136162
153,3975.095885683393
154,3664.7993495055416
155,3309.777055181013
156,3009.231655590021
157,2794.017478458181
158,2533.520155384538
159,2260.61184870646
160,1517.8793869272968
161,826.2062688843342
162,540.988145681103
163,159.90462252959915
164,72.54517237933118
165,-10.42048426344511
166,30.63041868134701
167,48.4206530027453
168,62.3678011437647
169,78.47645086821676
170,21.07919587505539
171,92.78328654871342
172,76.89387541555088
173,210.08594040725947
